mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	2.0	0	0	4/4	4	1	1/2	1/2	1		4	52	E3	3	6
1	1	0	2.0	0	0	4/4	3	1	1/2	1/2	1		1	55	G3	3	4
1	1	0	2.0	0	0	4/4	2	1	1/2	1/2	1		4	64	E4	4	2
1	1	0	2.0	0	0	4/4	1	1	1/2	1/2	1		5	71	B4	4	0
1	1	2	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		6	54	F#3	3	7
1	1	2	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		3	57	A3	3	5
1	1	2	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		2	62	D4	4	3
1	1	2	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		2	74	D5	5	1
2	2	4	1.0	0	0	4/4	4	1	1/4	1/4	1		1	55	G3	3	20
2	2	4	1.0	0	0	4/4	3	1	1/4	1/4	1		5	59	B3	3	16
2	2	4	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	12
2	2	4	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	8
2	2	5	1.0	1/4	1/4	4/4	4	1	1/4	1/4	1		6	54	F#3	3	21
2	2	5	1.0	1/4	1/4	4/4	3	1	1/4	1/4	1		3	57	A3	3	17
2	2	5	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		9	63	D#4	4	13
2	2	5	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	9
2	2	6	1.0	1/2	1/2	4/4	4	1	1/4	1/4	1		4	52	E3	3	22
2	2	6	1.0	1/2	1/2	4/4	3	1	1/4	1/4	1		1	55	G3	3	18
2	2	6	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	E4	4	14
2	2	6	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	10
2	2	7	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		9	51	D#3	3	23
2	2	7	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		6	54	F#3	3	19
2	2	7	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		6	66	F#4	4	15
2	2	7	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	11
3	3	8	1.0	0	0	4/4	4	1	1/4	1/4	1		4	52	E3	3	32
3	3	8	1.0	0	0	4/4	3	1	1/4	1/4	1		1	55	G3	3	29
3	3	8	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	26
3	3	8	2.0	0	0	4/4	1	1	1/2	1/2	1		0	72	C5	5	24
3	3	9	1.0	1/4	1/4	4/4	4	1	1/4	1/4	1		6	54	F#3	3	33
3	3	9	2.0	1/4	1/4	4/4	3	1	1/2	1/2	1		3	57	A3	3	30
3	3	9	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		2	62	D4	4	27
3	3	10	1.0	1/2	1/2	4/4	4	1	1/4	1/4	1		1	55	G3	3	34
3	3	10	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		5	71	B4	4	25
3	3	11	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		4	52	E3	3	35
3	3	11	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		1	55	G3	3	31
3	3	11	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	28
4	4	12	1.0	0	0	4/4	4	1	1/4	1/4	1		0	48	C3	3	42
4	4	12	2.0	0	0	4/4	3	1	1/2	1/2	1		1	55	G3	3	40
4	4	12	2.0	0	0	4/4	2	1	1/2	1/2	1		4	64	E4	4	38
4	4	12	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4	36
4	4	13	1.0	1/4	1/4	4/4	4	1	1/4	1/4	1		3	45	A2	2	43
4	4	14	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		2	50	D3	3	44
4	4	14	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		6	54	F#3	3	41
4	4	14	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		2	62	D4	4	39
4	4	14	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		3	69	A4	4	37
5	5	16	4.0	0	0	4/4	4	1	1	1	1		1	43	G2	2	48
5	5	16	4.0	0	0	4/4	3	1	1	1	1		5	59	B3	3	47
5	5	16	4.0	0	0	4/4	2	1	1	1	1		2	62	D4	4	46
5	5	16	4.0	0	0	4/4	1	1	1	1	1		1	67	G4	4	45
6	6	20	2.0	0	0	4/4	4	1	1/2	1/2	1		1	55	G3	3	53
6	6	20	4.0	0	0	4/4	3	1	1	1	1		1	55	G3	3	52
6	6	20	4.0	0	0	4/4	2	1	1	1	1		2	62	D4	4	51
6	6	20	2.0	0	0	4/4	1	1	1/2	1/2	1		5	71	B4	4	49
6	6	22	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		5	47	B2	2	54
6	6	22	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		2	74	D5	5	50
