mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	3
1	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		8	56	G#3	3	2
1	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		5	59	B3	3	1
1	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	0
2	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		9	51	D#3	3	18
2	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		6	54	F#3	3	12
2	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		5	59	B3	3	8
2	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	4
2	1	2	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		4	52	E3	3	13
2	1	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	19
2	1	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		5	59	B3	3	9
2	1	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		8	68	G#4	4	5
2	1	5/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54	F#3	3	14
2	1	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		7	49	C#3	3	20
2	1	3	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56	G#3	3	15
2	1	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		7	61	C#4	4	10
2	1	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64	E4	4	6
2	1	7/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		10	58	A#3	3	16
2	1	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		8	56	G#3	3	21
2	1	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	17
2	1	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		9	63	D#4	4	11
2	1	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	7
3	2	5	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	34
3	2	5	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	30
3	2	5	1.0	0	0	4/4	1	2	1/4	1/4	1		8	68	G#4	4	26
3	2	5	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5	22
3	2	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	35
3	2	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		10	58	A#3	3	31
3	2	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	27
3	2	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	23
3	2	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	36
3	2	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		9	63	D#4	4	32
3	2	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	28
3	2	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	24
3	2	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	37
3	2	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	33
3	2	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68	G#4	4	29
3	2	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	25
4	3	9	1.0	0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3	50
4	3	9	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	46
4	3	9	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	42
4	3	9	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5	38
4	3	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		8	56	G#3	3	51
4	3	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		6	66	F#4	4	47
4	3	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	43
4	3	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		9	75	D#5	5	39
4	3	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	52
4	3	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		8	56	G#3	3	53
4	3	11	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	48
4	3	11	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		8	68	G#4	4	44
4	3	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76	E5	5	40
4	3	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		10	58	A#3	3	54
4	3	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	49
